0,0SPwwpruGIA,42 Foods You Need To Eat Before You Die,"This is the ultimate must-try food bucket list. From burgers dipped in cheese to classic NY cheesecakes to edible cookie dough, here are 42 foods you have to ...",food
1,2FbC3XrNQu8,Chole Kulche for Rs 50 | Cheapest Chole Kulche in Mumbai | Indian Street Food,"Chole kulche is a staple street food of North India, specially in Delhi you'll find a chole kulche vendor in every nooks and corner of the city. Surprisingly there are ...",food
2,zTDZHty5-zU,Delhi Food | Buffet,K3 Resturant at JW Marriott Aerocity offers the best buffet in Delhi. You very well know how much I enjoyed JW Marriott Mumbai Buffet. JW Marriott is a five star ...,food
3,lhiEoaqNelA,Lucknow Non Vegetarian Food Tour - Kulcha Nahari + Kebab + Biryani + Paan Part- 2/2,First Stop- Sharma Tea Stall A great start to the day has to be with a cup of hot tea. At Sharma Tea Stall we got our cuppas with very typical tea snacks- bun ...,food
4,B0UoITa1RbM,GUESS THE CAKE CHALLENGE | Cake Eating Challenge | Cake Eating Competition | Food Challenge,"Download Nostra Pro App (A safe, secret app to make money from sports) Link: https://nstra.pro/iX4P95LsbV Available for Android, IOS and Desktop Users.",food
5,ccjnzfMbP1A,"EXTREME CURRY FACTORY in Bangladesh + INSANE Street Food Tour of Chittagong, Bangladesh!!!","EXTREME CURRY FACTORY in Bangladesh!! Check out https://ExpressVPN.com/thefoodranger for 3 months free w/ 1 year pack and 49% OFF! Today, we're ...",food
6,V2jk8PclZwg,"LEVEL 9999 Street Food in Dhaka, Bangladesh - The BRAIN FRY King + BEST Street Food in Bangladesh!!!","Street Food in Bangladesh is AMAZING! Check out https://ExpressVPN.com/thefoodranger for 3 months free w/ 1 year pack and 49% OFF! Today, we're tasting ...",food
7,mEfGK47hGnI,Delhi Street Food | Best Indian Street Food,Delhi Street Food is amazing ! This video showcases the Best Indian Street Food of Delhi ! Do watch my previous video of Delhi and Mumbai Street Food if you ...,food
8,EwbZZlUYf4w,KING of BIRYANI !!! Prepared by my Daddy ARUMUGAM / 100 People / Village food factory,Village food factory.,food
9,ZG9_7eihT98,E35 How to DIY a horrifying Halloween decoration with food at office? | Ms Yeah,"Halloween has come. I guess it is one of your favorite festivals. So trick or treat? Hello. I am Ms Yeah. I cook in office in an unconventional way. Okay, you can ...",food
